date,platform,channel,campaign,campaign_type,impressions,clicks,spend,conversions,conversion_value,monthly_budget
2026-08-16,Google Ads,Paid Search,Business Fiber,Non-Brand,22265,1148,4376.53,73,22147.88,279000
2026-08-16,Google Ads,Paid Search,SD-WAN,Non-Brand,11994,488,2569.97,33,15033.17,155000
2026-08-16,Google Ads,Paid Search,UCaaS,Non-Brand,18460,706,3685.31,49,19410.82,197000
2026-08-16,Google Ads,Paid Search,Managed Security,Non-Brand,15541,549,3292.73,29,15679.2,176000
2026-08-16,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10124,413,2319.31,23,11829.18,149000
2026-08-16,Google Ads,Display,Remarketing,Remarketing,37096,534,1637.49,39,11381.65,97000
2026-08-17,Google Ads,Paid Search,Brand Search,Brand,20299,1586,3624.82,217,41341.91,112000
2026-08-17,Google Ads,Paid Search,Business Fiber,Non-Brand,46818,2288,8313.43,155,46785.0,279000
2026-08-17,Google Ads,Paid Search,SD-WAN,Non-Brand,20264,807,4376.08,52,23503.07,155000
2026-08-17,Google Ads,Paid Search,UCaaS,Non-Brand,32683,1275,6728.18,91,37043.85,197000
2026-08-17,Google Ads,Paid Search,Managed Security,Non-Brand,28239,978,5975.7,51,28142.22,176000
2026-08-17,Google Ads,Paid Search,Enterprise Voice,Non-Brand,19739,787,4279.61,43,22417.42,149000
2026-08-17,Google Ads,Display,Remarketing,Remarketing,74596,1050,3279.97,87,25888.76,97000
2026-08-18,Google Ads,Paid Search,Brand Search,Brand,19410,1540,3462.24,191,36506.77,112000
2026-08-18,Google Ads,Paid Search,Business Fiber,Non-Brand,44966,2249,8888.73,137,42222.41,279000
2026-08-18,Google Ads,Paid Search,SD-WAN,Non-Brand,24078,1007,5298.98,64,28300.13,155000
2026-08-18,Google Ads,Paid Search,UCaaS,Non-Brand,36239,1425,7934.38,90,34885.15,197000
2026-08-18,Google Ads,Paid Search,Managed Security,Non-Brand,30325,1068,6389.42,56,30570.24,176000
2026-08-18,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21479,859,4850.87,47,24611.67,149000
2026-08-18,Google Ads,Display,Remarketing,Remarketing,75601,1031,2941.56,80,23381.97,97000
2026-08-19,Google Ads,Paid Search,Brand Search,Brand,18948,1567,3578.09,222,42112.85,112000
2026-08-19,Google Ads,Paid Search,Business Fiber,Non-Brand,45748,2367,9199.9,141,42565.87,279000
2026-08-19,Google Ads,Paid Search,SD-WAN,Non-Brand,20824,832,4376.26,59,27037.05,155000
2026-08-19,Google Ads,Paid Search,UCaaS,Non-Brand,31216,1301,7558.79,91,37313.18,197000
2026-08-19,Google Ads,Paid Search,Managed Security,Non-Brand,29112,1000,6000.55,52,28820.49,176000
2026-08-19,Google Ads,Paid Search,Enterprise Voice,Non-Brand,19373,800,4211.47,48,23635.61,149000
2026-08-19,Google Ads,Display,Remarketing,Remarketing,75801,1033,3025.74,79,24310.5,97000
2026-08-20,Google Ads,Paid Search,Brand Search,Brand,19476,1595,3444.62,197,37801.95,112000
2026-08-20,Google Ads,Paid Search,Business Fiber,Non-Brand,41288,2122,8132.64,92,26769.77,279000
2026-08-20,Google Ads,Paid Search,SD-WAN,Non-Brand,15120,599,3307.03,42,18392.75,155000
2026-08-20,Google Ads,Paid Search,UCaaS,Non-Brand,31441,1228,6655.54,80,32627.88,197000
2026-08-20,Google Ads,Paid Search,Managed Security,Non-Brand,29915,1033,6299.6,55,30072.62,176000
2026-08-20,Google Ads,Paid Search,Enterprise Voice,Non-Brand,19441,746,3998.93,43,21287.94,149000
2026-08-20,Google Ads,Display,Remarketing,Remarketing,70487,963,3031.24,69,20503.75,97000
2026-08-21,Google Ads,Paid Search,Brand Search,Brand,17441,1430,3067.0,184,37927.62,112000
2026-08-21,Google Ads,Paid Search,Business Fiber,Non-Brand,38048,1810,7103.49,93,26788.19,279000
2026-08-21,Google Ads,Paid Search,SD-WAN,Non-Brand,14892,588,3276.54,39,17652.38,155000
2026-08-21,Google Ads,Paid Search,UCaaS,Non-Brand,29044,1198,6479.9,77,31857.41,197000
2026-08-21,Google Ads,Paid Search,Managed Security,Non-Brand,26133,930,5569.47,48,26377.81,176000
2026-08-21,Google Ads,Paid Search,Enterprise Voice,Non-Brand,18118,692,3788.88,38,19090.18,149000
2026-08-21,Google Ads,Display,Remarketing,Remarketing,67126,930,2658.42,76,22115.31,97000
2026-08-22,Google Ads,Paid Search,Brand Search,Brand,9711,753,1619.14,105,20039.81,112000
2026-08-22,Google Ads,Paid Search,Business Fiber,Non-Brand,23821,1161,4320.5,53,16066.59,279000
2026-08-22,Google Ads,Paid Search,SD-WAN,Non-Brand,7621,298,1580.3,18,8420.09,155000
2026-08-22,Google Ads,Paid Search,UCaaS,Non-Brand,17562,712,4198.65,53,22134.71,197000
2026-08-22,Google Ads,Paid Search,Managed Security,Non-Brand,15927,560,3353.21,29,16105.98,176000
2026-08-22,Google Ads,Paid Search,Enterprise Voice,Non-Brand,11492,460,2500.57,25,12401.67,149000
2026-08-22,Google Ads,Display,Remarketing,Remarketing,35298,514,1584.13,37,11655.13,97000
2026-08-23,Google Ads,Paid Search,Brand Search,Brand,10223,840,1939.53,119,22891.92,112000
2026-08-23,Google Ads,Paid Search,Business Fiber,Non-Brand,23962,1170,4587.06,59,16982.72,279000
2026-08-23,Google Ads,Paid Search,SD-WAN,Non-Brand,8848,344,1957.55,23,10392.51,155000
2026-08-23,Google Ads,Paid Search,UCaaS,Non-Brand,18439,763,4262.46,54,22426.6,197000
2026-08-23,Google Ads,Paid Search,Managed Security,Non-Brand,15925,547,3329.9,29,15898.14,176000
2026-08-23,Google Ads,Paid Search,Enterprise Voice,Non-Brand,11552,465,2573.73,26,13421.75,149000
2026-08-23,Google Ads,Display,Remarketing,Remarketing,39217,549,1614.4,43,12454.87,97000
2026-08-24,Google Ads,Paid Search,Brand Search,Brand,18594,1446,3188.93,169,35166.91,112000
2026-08-24,Google Ads,Paid Search,Business Fiber,Non-Brand,42493,2046,7944.1,104,32156.66,279000
2026-08-24,Google Ads,Paid Search,SD-WAN,Non-Brand,15207,579,3213.29,40,18656.37,155000
2026-08-24,Google Ads,Paid Search,UCaaS,Non-Brand,35241,1460,8891.09,100,41621.15,197000
2026-08-24,Google Ads,Paid Search,Managed Security,Non-Brand,28672,1008,6025.62,53,28929.24,176000
2026-08-24,Google Ads,Paid Search,Enterprise Voice,Non-Brand,19452,813,4602.01,52,26448.78,149000
2026-08-24,Google Ads,Display,Remarketing,Remarketing,66882,980,2997.63,84,25967.79,97000
2026-08-25,Google Ads,Paid Search,Brand Search,Brand,19095,1541,3280.58,192,39158.81,112000
2026-08-25,Google Ads,Paid Search,Business Fiber,Non-Brand,43163,2208,8765.16,112,33357.84,279000
2026-08-25,Google Ads,Paid Search,SD-WAN,Non-Brand,17369,727,3812.0,48,22373.16,155000
2026-08-25,Google Ads,Paid Search,UCaaS,Non-Brand,36913,1435,8451.63,109,42128.43,197000
2026-08-25,Google Ads,Paid Search,Managed Security,Non-Brand,31046,1103,6510.34,57,31449.21,176000
2026-08-25,Google Ads,Paid Search,Enterprise Voice,Non-Brand,22473,862,4839.8,52,27007.45,149000
2026-08-25,Google Ads,Display,Remarketing,Remarketing,71956,984,2877.29,71,20796.68,97000
2026-08-26,Google Ads,Paid Search,Brand Search,Brand,18207,1384,3009.86,188,39330.62,112000
2026-08-26,Google Ads,Paid Search,Business Fiber,Non-Brand,47371,2367,8885.12,112,32150.88,279000
2026-08-26,Google Ads,Paid Search,SD-WAN,Non-Brand,15598,647,3610.14,43,18755.72,155000
2026-08-26,Google Ads,Paid Search,UCaaS,Non-Brand,31113,1288,7377.6,87,36313.11,197000
2026-08-26,Google Ads,Paid Search,Managed Security,Non-Brand,27402,963,5826.67,50,27416.34,176000
2026-08-26,Google Ads,Paid Search,Enterprise Voice,Non-Brand,20735,862,4550.29,52,26081.02,149000
2026-08-26,Google Ads,Display,Remarketing,Remarketing,70365,939,2941.35,59,18293.9,97000
2026-08-27,Google Ads,Paid Search,Brand Search,Brand,17835,1370,2925.01,167,33988.87,112000
2026-08-27,Google Ads,Paid Search,Business Fiber,Non-Brand,44890,2296,8520.45,103,29973.61,279000
2026-08-27,Google Ads,Paid Search,SD-WAN,Non-Brand,14107,568,3231.96,34,15091.92,155000
2026-08-27,Google Ads,Paid Search,UCaaS,Non-Brand,32060,1256,7467.03,90,34797.31,197000
2026-08-27,Google Ads,Paid Search,Managed Security,Non-Brand,26427,927,5538.62,48,26411.39,176000
2026-08-27,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21092,827,4504.56,48,24624.32,149000
2026-08-27,Google Ads,Display,Remarketing,Remarketing,64060,901,2617.23,65,19247.28,97000
2026-08-28,Google Ads,Paid Search,Brand Search,Brand,17423,1361,2983.32,167,32594.48,112000
2026-08-28,Google Ads,Paid Search,Business Fiber,Non-Brand,37543,1925,7435.6,82,24356.61,279000
2026-08-28,Google Ads,Paid Search,SD-WAN,Non-Brand,14253,597,3312.65,39,18052.68,155000
2026-08-28,Google Ads,Paid Search,UCaaS,Non-Brand,31749,1260,7395.0,95,37762.32,197000
2026-08-28,Google Ads,Paid Search,Managed Security,Non-Brand,27944,970,5917.92,51,28244.2,176000
2026-08-28,Google Ads,Paid Search,Enterprise Voice,Non-Brand,19258,771,4407.45,48,24398.68,149000
2026-08-28,Google Ads,Display,Remarketing,Remarketing,65069,876,2696.72,55,17259.95,97000
2026-08-29,Google Ads,Paid Search,Brand Search,Brand,10944,903,1911.28,115,24177.67,112000
2026-08-29,Google Ads,Paid Search,Business Fiber,Non-Brand,23133,1214,4672.61,61,17718.68,279000
2026-08-29,Google Ads,Paid Search,SD-WAN,Non-Brand,8736,364,1914.86,23,10188.49,155000
2026-08-29,Google Ads,Paid Search,UCaaS,Non-Brand,17003,665,3873.48,50,20581.6,197000
2026-08-29,Google Ads,Paid Search,Managed Security,Non-Brand,15640,546,3277.15,29,15714.28,176000
2026-08-29,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10173,411,2316.12,26,13664.78,149000
2026-08-29,Google Ads,Display,Remarketing,Remarketing,37331,502,1473.13,34,9998.99,97000
